Ranking,Model,Paper Title,Accuracy,Parameters,Parameters (missing),Paper Link,Year,Tags,Industry Affiliation,Academia Affiliation
424,ResNet-34,X-volution: On the unification of convolution and self-attention,75%,92.40%,,https://paperswithcode.com/paper/x-volution-on-the-unification-of-convolution,2021,ResNet,Facebook AI Research,"Cornell University, Tsinghua University"
425,DenseNet-121,Densely Connected Convolutional Networks,74.98%,92.29%,,https://paperswithcode.com/paper/densely-connected-convolutional-networks,2016,,Microsoft,"Carnegie Mellon University, Harbin Institute of Technology"
426,Single-Path NAS,Single-Path NAS: Designing Hardware-Efficient ConvNets in less than 4 Hours,74.96%,92.21%,,https://paperswithcode.com/paper/single-path-nas-designing-hardware-efficient,2019,,Facebook,"Princeton University, UC Berkeley"
427,FBNet-C,FBNet: Hardware-Aware Efficient ConvNet Design via Differentiable Neural Architecture Search,74.90%,,5.5M,https://paperswithcode.com/paper/fbnet-hardware-aware-efficient-convnet-design,2018,,"XNOR AI, AI2",University of Washington
428,ESPNetv2,"ESPNetv2: A Light-weight, Power Efficient, and General Purpose Convolutional Neural Network",74.90%,,,https://paperswithcode.com/paper/espnetv2-a-light-weight-power-efficient-and,2018,,,University of Oxford
429,FF,Do You Even Need Attention? A Stack of Feed-Forward Layers Does Surprisingly Well on ImageNet,74.9,,,https://paperswithcode.com/paper/do-you-even-need-attention-a-stack-of-feed,2021,,,"ETH Zurich, KU Leuven"
430,LocalViT-T,LocalViT: Bringing Locality to Vision Transformers,74.80%,92.60%,,https://paperswithcode.com/paper/localvit-bringing-locality-to-vision,2021,Transformer,Google,
431,Inception V2,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,74.80%,92.20%,11.2M,https://paperswithcode.com/paper/batch-normalization-accelerating-deep-network,2015,,Microsoft Asia,Stony Brook University
432,AutoFormer-tiny,AutoFormer: Searching Transformers for Visual Recognition,74.70%,92.6,5.7M,https://paperswithcode.com/paper/autoformer-searching-transformers-for-visual,2021,Transformer,Google,
433,MobileNetV2,MobileNetV2: Inverted Residuals and Linear Bottlenecks,74.70%,,,https://paperswithcode.com/paper/mobilenetv2-inverted-residuals-and-linear,2018,,Naver Corp.,Sogang University
434,PiT-Ti,Rethinking Spatial Dimensions of Vision Transformers,74.60%,,4.9M,https://paperswithcode.com/paper/rethinking-spatial-dimensions-of-vision,2021,Transformer,,MIT
435,Proxyless,ProxylessNAS: Direct Neural Architecture Search on Target Task and Hardware,74.60%,,4.0M,https://paperswithcode.com/paper/proxylessnas-direct-neural-architecture,2018,,,University of Oxford
436,VGG-19,Very Deep Convolutional Networks for Large-Scale Image Recognition,74.50%,92.00%,144M,https://paperswithcode.com/paper/very-deep-convolutional-networks-for-large,2014,,,University of Oxford
437,VGG-16,Very Deep Convolutional Networks for Large-Scale Image Recognition,74.40%,91.90%,138M,https://paperswithcode.com/paper/very-deep-convolutional-networks-for-large,2014,,Microsoft,
438,DY-MobileNetV2 ×1.0,Dynamic Convolution: Attention over Convolution Kernels,74.40%,,11.1M,https://paperswithcode.com/paper/dynamic-convolution-attention-over,2019,,Microsoft Asia,SunYat-sen University
439,DeiT-Ti with iRPE-K,Rethinking and Improving Relative Position Encoding for Vision Transformer,73.70%,,6M,https://paperswithcode.com/paper/rethinking-and-improving-relative-position,2021,Transformer,AI2,University of Washington
440,Wide ResNet-50,What's Hidden in a Randomly Weighted Neural Network?,73.30%,,20.6M,https://paperswithcode.com/paper/whats-hidden-in-a-randomly-weighted-neural,2019,ResNet,Facebook AI Research,Ecole Normale
441,ConViT-Ti,ConViT: Improving Vision Transformers with Soft Convolutional Inductive Biases,73.10%,,6M,https://paperswithcode.com/paper/convit-improving-vision-transformers-with,2021,Transformer,Microsoft,
442,DY-MobileNetV2 ×0.75,Dynamic Convolution: Attention over Convolution Kernels,72.80%,,7M,https://paperswithcode.com/paper/dynamic-convolution-attention-over,2019,,Microsoft,
443,DY-ResNet-18,Dynamic Convolution: Attention over Convolution Kernels,72.70%,,42.7M,https://paperswithcode.com/paper/dynamic-convolution-attention-over,2019,ResNet,Microsoft,
444,MobileNet-224,Compact Global Descriptor for Neural Networks,72.56%,90.92%,,https://paperswithcode.com/paper/compact-global-descriptor-for-neural-networks,2019,,,"Tianjin University, Dalian University of Technology, Harbin Institute of Technology"
445,ECA-Net,ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks,72.56%,90.81%,3.34M,https://paperswithcode.com/paper/eca-net-efficient-channel-attention-for-deep,2019,,,"ETH Zurich, KU Leuven"
446,LocalViT-T2T,LocalViT: Bringing Locality to Vision Transformers,72.50%,,,https://paperswithcode.com/paper/localvit-bringing-locality-to-vision,2021,Transformer,Microsoft Asia,"Xian Jiao Tong University, University of Science and Technology of Hefei"
447,SPPNet,Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition,72.14%,91.86%,,https://paperswithcode.com/paper/spatial-pyramid-pooling-in-deep-convolutional,2014,,Facebook AI Research,"University of Chicago, New York University, "
448,ResNet-50,On the adequacy of untuned warmup for adaptive optimization,72.10%,,,https://paperswithcode.com/paper/on-the-adequacy-of-untuned-warmup-for,2019,ResNet,,UC Irvine 
449,ResNet-18,"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation",71.71%,,,https://paperswithcode.com/paper/torchdistill-a-modular-configuration-driven,2020,ResNet,,Michigan State University
450,MUXNet-s,MUXConv: Information Multiplexing in Convolutional Neural Networks,71.60%,90.30%,2.4M,https://paperswithcode.com/paper/muxconv-information-multiplexing-in,2020,,,UC Irvine 
451,ResNet-18,"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation",71.56%,,,https://paperswithcode.com/paper/torchdistill-a-modular-configuration-driven,2020,ResNet,,UC Irvine 
452,ResNet-18,"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation",71.37%,,,https://paperswithcode.com/paper/torchdistill-a-modular-configuration-driven,2020,ResNet,Microsoft Asia,"Xian Jiao Tong University, University of Science and Technology of Hefei"
453,MSRA,Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition,71.32%,89.05%,,https://paperswithcode.com/paper/spatial-pyramid-pooling-in-deep-convolutional,2014,,,UC Irvine 
454,ResNet-18,"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation",71.08%,,,https://paperswithcode.com/paper/torchdistill-a-modular-configuration-driven,2020,ResNet,,UC Irvine 
455,ResNet-18,"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation",70.93%,,,https://paperswithcode.com/paper/torchdistill-a-modular-configuration-driven,2020,ResNet,Megvii,
456,ShuffleNet,ShuffleNet: An Extremely Efficient Convolutional Neural Network for Mobile Devices,70.90%,89.80%,,https://paperswithcode.com/paper/shufflenet-an-extremely-efficient,2017,,Google,
457,MobileNet-224,MobileNets: Efficient Convolutional Neural Networks for Mobile Vision Applications,70.60%,89.50%,,https://paperswithcode.com/paper/mobilenets-efficient-convolutional-neural,2017,,,UC Irvine 
458,ResNet-18,"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation",70.52%,,,https://paperswithcode.com/paper/torchdistill-a-modular-configuration-driven,2020,ResNet,"IIAI, SenseTime","Nanjing University, The University of Hong Kong, Nanjing University of Science and Technology"
459,PVTv2-B0,PVTv2: Improved Baselines with Pyramid Vision Transformer,70.50%,,3.4M,https://paperswithcode.com/paper/pvtv2-improved-baselines-with-pyramid-vision,2021,,,UC Irvine 
460,ResNet-18,"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation",70.09%,,,https://paperswithcode.com/paper/torchdistill-a-modular-configuration-driven,2020,ResNet,Microsoft,
461,DY-MobileNetV3-Small,Dynamic Convolution: Attention over Convolution Kernels,69.70%,,4.8M,https://paperswithcode.com/paper/dynamic-convolution-attention-over,2019,,,Monash University
462,HVT-Ti-1,Scalable Vision Transformers with Hierarchical Pooling,69.64%,89.40%,5.74M,https://paperswithcode.com/paper/scalable-visual-transformers-with,2021,Transformer,Microsoft,
463,DY-MobileNetV2 ×0.5,Dynamic Convolution: Attention over Convolution Kernels,69.40%,,4M,https://paperswithcode.com/paper/dynamic-convolution-attention-over,2019,,Google,
464,Heteroscedastic,Correlated Input-Dependent Label Noise in Large-Scale Image Classification,68.60%,87.10%,,https://paperswithcode.com/paper/correlated-input-dependent-label-noise-in,2021,,Google,
465,Graph-RISE,Graph-RISE: Graph-Regularized Image Semantic Embedding,68.29%,87.75%,,https://paperswithcode.com/paper/graph-rise-graph-regularized-image-semantic,2019,,,"UT Austin, Cornell University, Carnegie Mellon University, University of Science and Technology China"
466,ReActNet-A,"""BNN - BN = ?"": Training Binary Neural Networks without Batch Normalization",68.00%,,,https://paperswithcode.com/paper/bnn-bn-training-binary-neural-networks,2021,,Microsoft,
467,DY-ResNet-10,Dynamic Convolution: Attention over Convolution Kernels,67.70%,,18.6M,https://paperswithcode.com/paper/dynamic-convolution-attention-over,2019,,,Michigan State University
468,MUXNet-xs,MUXConv: Information Multiplexing in Convolutional Neural Networks,66.70%,86.80%,1.8M,https://paperswithcode.com/paper/muxconv-information-multiplexing-in,2020,,Facebook AI Research,"Universitat Grenoble Alpes, McGill University"
469,PAWS,Semi-Supervised Learning of Visual Features by Non-Parametrically Predicting View Assignments with Support Samples,66.50%,,,https://paperswithcode.com/paper/semi-supervised-learning-of-visual-features,2021,ResNet,Microsoft,
470,Five Base + Five HiRes,Some Improvements on Deep Convolutional Neural Network Based Image Classification,66.30%,86.30%,,https://paperswithcode.com/paper/some-improvements-on-deep-convolutional,2013,,,New York University
471,OverFeat - 7 accurate models,"OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks",66.04%,86.76%,,https://paperswithcode.com/paper/overfeat-integrated-recognition-localization,2013,,Microsoft,
472,DY-MobileNetV2 ×0.35,Dynamic Convolution: Attention over Convolution Kernels,64.90%,,2.8M,https://paperswithcode.com/paper/dynamic-convolution-attention-over,2019,,,New York University
473,ZFNet,Visualizing and Understanding Convolutional Networks,64%,85.30%,,https://paperswithcode.com/paper/visualizing-and-understanding-convolutional,2013,,,University of Toronto
474,AlexNet,ImageNet Classification with Deep Convolutional Neural Networks,63.30%,84.60%,60M,https://paperswithcode.com/paper/imagenet-classification-with-deep,2012,,,Beihang University
475,BBG,Balanced Binary Neural Networks with Gated Residual,62.60%,84.10%,,https://paperswithcode.com/paper/balanced-binary-neural-networks-with-gated,2019,ResNet,,New York University
476,ZFNet,Visualizing and Understanding Convolutional Networks,62.50%,84.00%,,https://paperswithcode.com/paper/visualizing-and-understanding-convolutional,2013,,,Beihang University
477,BBG,Balanced Binary Neural Networks with Gated Residual,59.40%,81.30%,,https://paperswithcode.com/paper/balanced-binary-neural-networks-with-gated,2019,ResNet,,Beihang University
478,SIFT + FVs,,50.90%,73.80%,,,2011,,Google Brain,
479,ViT-H/14,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,88.55±0.04%,,632M,https://paperswithcode.com/paper/an-image-is-worth-16x16-words-transformers-1,2020,Transformer,Google,
480,Modified Aligned Xception,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation,94.83,,,https://paperswithcode.com/paper/encoder-decoder-with-atrous-separable,2018,,,"University of New South Wales, Australian National University"
